Mined Lost Ship,"Mined lost ship, {0}."
Wounds,Wounds.
Weather Station Deployment,Weather station deployment.
Recovered Enigma From Wreck,Recovered Enigma machine from the wreck.
Located Gold In Wreck,Located gold inside a sunk merchant ship.
,
/AssignmentSummaryUI,English
Statistics,"Tonnage sunk: {0} tons
Time: {1}
Traveled distance: {2}"
Mission Summary,Mission Summary
Sunk Ship GRT Suffix,<color=#C8C1A5>({0} GRT)</color>
Rewards Header,Rewards:
Statistics Header,Statistics:
Sunken Ships Header,Units sunk:
Objectives Header,Objectives:
Messages List Header,Messages List:
GRT Progress Bar,{0} / {1} GRT
Rewards,Rewards:
Additional Rewards,Additional rewards:
Punishments,Punishments:
Sunk Ship Format String,{0} {1}
,
/Mod Warning UI,English
Info,"We noticed that you use mods in the game. Mods may sometimes introduce bugs into the game. Please consider disabling mods first, before reporting a bug as otherwise we may not be able to help you.

Are you sure that you want to continue with the bug reporting tool?"
Confirm,Confirm
,
/Customization,English
Cotton Shirt 01 Blue,Buttoned blue striped shirt
Cotton Shirt 01 Blue 2,Buttoned worn blue shirt
Cotton Shirt 01 Blue 3,Buttoned turquoise striped shirt
Cotton Shirt 01 Burgundy,Buttoned burgundy striped shirt
Cotton Shirt 01 Gray,Buttoned gray checkered shirt
Cotton Shirt 01 Red,Buttoned red checkered shirt
Cotton Shirt 01 Red 2,Buttoned worn red shirt
Cotton Shirt 01 Turquise,Buttoned yellow checkered shirt
Cotton Shirt 02 Brown,Unbuttoned brown checkered shirt
Cotton Shirt 02 Gray,Unbuttoned blue shirt
Cotton Shirt 02 Green,Unbuttoned green checkered shirt
Cotton Shirt 03 Blue,Buttoned purple checkered shirt
Cotton Shirt 03 Blue 2,Buttoned dark blue checkered shirt
Cotton Shirt 03 Brown,Buttoned brown checkered shirt
Cotton Shirt 03 Green,Buttoned green shirt
Cotton Shirt 03 Orange,Buttoned brown shirt
Cotton Shirt 03 Red,Buttoned claret shirt
Cotton Shirt 03 Red 2,Buttoned claret checkered shirt
Cotton Shirt 04 Blue,Casual blue checkered shirt
Cotton Shirt 04 Blue 2,Casual blue shirt
Cotton Shirt 04 Green,Casual green shirt
Cotton Shirt 04 Red,Casual brown shirt
Cotton Shirt 04 Red 2,Casual red checkered shirt
Cotton Shirt 04 Stripes,Casual striped shirt
Jacket 01,Green jacket
Jacket 02,Navy blue jacket with a belt
Jacket 03,Blue leather coat with a sweater
Jacket 04 Black,Black leather coat
Jacket 04 Gray,Blue leather coat
Jacket 05,Black jacket with blue shirt
Jacket 06,Denim battledress
Shirt 01,Black half-zip sweater
Shirt 02 Black,Black longsleeved shirt
Shirt 02 Black-Blue,Black-blue longsleeved shirt
Shirt 02 Blue-White,Blue-white longsleeved shirt
Shirt 02 Gray,Gray longsleeved shirt
Shirt 03 Black,Dark gray half-zip sweater
Shirt 03 Blue,Blue half-zip sweater
Shirt 03 Brown,Brown half-zip sweater
Shirt 03 Gray,Light gray half-zip sweater
Shirt 04 Blue,Blue polo shirt
Shirt 04 Gray,Gray polo shirt
Shirt 04 Red,Red polo shirt
Sweater,Turtleneck sweater
Sweater 02,Sleeveless sweater
Binoculars,Binoculars
Eye Patch 01,Brown eye patch
Eye Patch 02,Black eye patch
Glasses 01,Aviator glasses
Glasses 02,Round glasses
None,None
Pipe,Pipe
Sunglasses 01,Sunglasses
Cap 01 Blue,Gray beanie
Cap 01 Green,Green beanie
Cap 01 Stripes,Gray striped beanie
Cap 02 Black,Black beanie
Cap 02 Blue,Blue beanie
Cap 02 Red,Brown beanie
Cap 03 Black,Black bobble hat
Cap 03 Gray,Gray bobble hat
Cap 03 Stripes,Black striped bobble hat
Cap 05 Black,Fastened black aviator hat
Cap 05 Red,Fastened dark brown aviator hat
Cap 05 Yellow,Fastened brown aviator hat
Cap 06 Alternate,Light brown aviator hat
Cap 06 Black,Black aviator hat
Cap 06 Red,Brown aviator hat
Cap NCO,Side cap
Cap NCO 02,Sailor's cap
Captain's Cap,Skipper's visor cap
Officer's Cap,Officer's visor cap
Complexion I,Complexion I
Complexion II,Complexion II
Complexion III,Complexion III
Complexion IV,Complexion IV
Complexion V,Complexion V
Complexion VI,Complexion VI
Complexion VII,Complexion VII
Complexion VIII,Complexion VIII
Type I,Type I
Type II,Type II
Type III,Type III
Type IV,Type IV
Type V,Type V
Type VI,Type VI
Type VII,Type VII
Type VIII,Type VIII
Type IX,Type IX
Type X,Type X
Type XI,Type XI
Type XII,Type XII
Type XIII,Type XIII
Bald,Bald
Hair 01,Middle part
Hair 02,Short
Hair 03,Comb over
Hair 04,French crop
Hair 05,Side part
Hair 06,Curly hair
Pants 01,Trousers with belt
Pants 02,Trousers with braces
Basic Beard I,Shaved
Basic Beard II,Slight stubble
Basic Beard III,Heavy stubble
Basic Beard IV,Beard
Voice I,Voice 1
,
/Management UI,English
Crew,Crew
Schedule,Schedule
Tasks,Tasks
Add Sailor,Add Sailor
Disband,Disband
New Shift,New Shift
Squads,Squads
Work,Work
Anything,Anything
Free,Free
Disband Confirmation,Are you sure you want to delete this?
Disband Confirmation Title,Confirmation
Morning Shift,Morning shift
Evening Shift,Evening shift
Night Shift,Night shift
,
/AssignmentManagementUI,English
Description,This screen allows to setup which and how many sailors should be assigned to a shift or officer.
Sailors X,{0} sailors
,
/TaskManagementUI,English
Description,"This screen allows to set work priorities for officers and sailor shifts. A higher number means higher priority for working on the associated task.
Selected priority may drop by a few points, if the associated task is currently not profitable."
Description use,Press SHIFT + use mouse scroll to adjust priorities OR click to enter them manually.
Save Preset,Save Preset
,
/TimeManagementUI,English
Description,Configure work schedules for sailor shifts and officers.
,
,
/ActivatorDetailsUI,English
Details,Details
,
/EntityTooltips,English
Imported Goods,Imported goods:
Exported Goods,Exported goods:
Goods Separator,","
Paragraph Ending,.
Unit Tooltip Name Known,"<align=""center""><b>“{6}”</b></align>
<align=""center"">{0}</align>

Country: {1}
Distance: {2}
Velocity: {3}
<line-height=150%>Course: {4}
Est. accuracy: {5} "
Unit Tooltip Name Unknown,"<align=""center""><b>{0}</b></align>

Country: {1}
Distance: {2}
Velocity: {3}
<line-height=150%>Course: {4}
Est. accuracy: {5}"
Similar To,{0} similar to {1}
,
,
/Select SquareUI,English
Select Target Square,Select target square
,
/CampaignObjectivesListUI,English
Campaign Unavailable,This campaign objective is currently not available.
Campaign Unavailable Ports,"This campaign objective is currently not available.

It will start after stationing in one of the following ports: {0}."
,
/Rich Presence,English
Main Menu,In main menu
At Sea,At sea aboard {0}
Docked,Docked at {0}
Default,In game
,
/CrashWarningUI,English
Info,"We noticed that the last time you played UBOAT a crash occured that we are currently trying to repair.
<line-height=40%>
<line-height=100%>We kindly ask you to contact us on Steam forum. Thank you!"
,
/TutorialWarningUI,English
Info,"Are you absolutely sure that you <b><u>want to disable tutorial introduction?</u></b>

We highly recommend to play through the tutorial first. There are many things to learn about the game. It's going to be very hard to learn everything on the fly."
,
,
,
/CampaignSummaryUI,English
Header,Summary
Exit to Menu,Exit to Menu
Summary Intro,"III Reich capitulated on 8th May 1945 after almost 6 years of war.

The war accounted to 28000 casualties among sailors serving on the U-boats."
Surrender - Warship,The crew of {0} surrendered at {1} to an enemy warship after {3} of service.
Surrender - Warship Short Service,The crew of {0} surrendered at {1} to an enemy warship.
Surrender - Port,The crew of {0} surrendered at {1} in {2} after {3} of service.
Surrender - Port Short Service,The crew of {0} surrendered at {1} in {2}.
Scuttled - Port,The crew of {0} scuttled the boat at {1} in {2} after {3} of service.
Scuttled - Port Short Service,The crew of {0} scuttled the boat at {1} in {2}.
Scuttled - Specified Coast,The crew of {0} scuttled the boat at {1} near {2} after {3} of service.
Scuttled - Specified Coast Short Service,The crew of {0} scuttled the boat at {1} near {2}.
Scuttled - Unknown Coast,The crew of {0} scuttled the boat at {1} after {3} of service.
Scuttled - Unknown Coast Short Service,The crew of {0} scuttled the boat at {1}.
Decorations,Sailors serving on {0} collected {1} Iron Cross decorations.
Casualties,They suffered {1} casualties during the service.
Zero Casualties,They suffered no casualties during the entire service.
Patrol Summary,{0} completed {1} patrols during its service.
Patrol Summary With Special Missions,{0} completed {1} patrols during its service and special missions such as:
Sunk Ships Summary Intro,"It's documented that during its service, {0} sunk at least the following ships:"
Sunk Ships Merchants,- {0} merchant ships that totalled to {1} GRT.
Sunk Ships Merchants Single,- 1 merchant ship of {1} GRT.
Sunk Ships Tankers Single,- 1 tanker.
Sunk Ships Tankers,- {0} tankers.
Sunk Ships Destroyers Single,- 1 destroyer.
Sunk Ships Destroyers,- {0} destroyers.
Sunk Ships Corvettes Single,- 1 corvette.
Sunk Ships Corvettes,- {0} corvettes.
Sunk Ships Battleship,"- ""{0}"" {1} battleship."
Sunk Ships Battleships Many,- {0} battleships including: {1}.
Sunk Ships Battleships Without Names,- {0} battleships.
Sunk Ships Battleships Without Names Single,- 1 battleship.
Sunk Ships Aircraft Carrier,"- ""{0}"" {1} aircraft carrier."
Sunk Ships Aircraft Carriers Many,- {0} aircraft carriers including: {1}.
Sunk Ships Aircraft Carriers Without Names,- {0} aircraft carriers.
Sunk Ships Aircraft Carriers Without Names Single,- 1 aircraft carrier.
Sunk Ships Cruiser,"- ""{0}"" {1} cruiser."
Sunk Ships Cruisers Many,- {0} cruisers including: {1}.
Sunk Ships Cruisers Without Names,- {0} cruisers.
Sunk Ships Cruisers Without Names Single,- 1 cruiser.
Sunk Ships Generic,"""{0}"""
Summary End,"After the war, they were returned to their homes in Germany.

<align=center>THE END"
